0 0.3923 0.0640945 0.00499686
1 0.3923 0.0596661 0.00494856
2 0.394303 0.0660225 0.00602804
3 0.394303 0.069361 0.00697166
4 0.394303 0.0869301 0.00812776
5 0.394303 0.0873474 0.00892506
6 0.394303 0.0894835 0.00910404
7 0.394303 0.0922039 0.00921532
8 0.500609 0.109333 0.011534
8 0.498098 0.0483704 0.0152923
9 0.498098 0.0612971 0.0186996
10 0.498098 0.0633036 0.019644
11 0.498098 0.0605249 0.0201988
12 0.511472 0.0660099 0.0223514
13 0.511472 0.0840891 0.0269025
14 0.511472 0.0815065 0.0266138
15 0.511472 0.0842166 0.0283556
16 0.511472 0.0801801 0.0254918
17 0.530194 0.0878901 0.0288021
18 0.530194 0.0934322 0.02979
19 0.530194 0.091076 0.0294219
20 0.555783 0.0994952 0.0321794
21 0.555783 0.114472 0.0339844
22 0.555783 0.115623 0.0332263
23 0.555783 0.129604 0.0313419
24 0.555783 0.134473 0.0355296
25 0.556062 0.1422 0.038884
26 0.556062 0.160766 0.040957
27 0.556062 0.143852 0.0383907
28 0.556062 0.134333 0.0380538
29 0.556062 0.128115 0.0366349
30 0.556062 0.125016 0.0369943
31 0.556062 0.132376 0.0375222
32 0.556062 0.132499 0.0395749
33 0.556062 0.130325 0.038794
34 0.556062 0.162235 0.044504
35 0.556062 0.145624 0.0414789
36 0.55914 0.160594 0.0417725
37 0.576953 0.132437 0.0430883
38 0.576953 0.137963 0.0412819
39 0.576953 0.16491 0.0465947
40 0.576953 0.180041 0.0490215
41 0.579549 0.162227 0.0452642
42 0.590591 0.182172 0.0469401
43 0.590591 0.168607 0.0485328
44 0.590591 0.149054 0.0459933
45 0.590591 0.132935 0.0423422
46 0.590591 0.151791 0.0452679
47 0.590591 0.160836 0.0462349
48 0.590591 0.164309 0.0451542
49 0.590591 0.165169 0.0464813
50 0.590591 0.157693 0.0482128
51 0.590591 0.173431 0.0471821
52 0.591869 0.158638 0.0462492
53 0.591869 0.150771 0.0446002
54 0.591869 0.14097 0.0431811
55 0.591869 0.156954 0.0470382
56 0.591869 0.170751 0.0487709
57 0.591869 0.16403 0.0484468
58 0.591869 0.160471 0.0498043
59 0.591869 0.162118 0.0442027
60 0.591869 0.157173 0.0462039
61 0.591869 0.149173 0.0473303
62 0.591869 0.163508 0.0488455
63 0.591869 0.162253 0.0462482
64 0.591869 0.155107 0.0505286
65 0.591869 0.159624 0.0487564
66 0.591869 0.142796 0.0465026
67 0.591869 0.165507 0.0441891
68 0.591869 0.15799 0.0448728
69 0.591869 0.176615 0.0471665
70 0.591869 0.187471 0.0469403
71 0.591869 0.149908 0.0456359
72 0.591869 0.168437 0.0481775
73 0.591869 0.180029 0.0490223
74 0.591869 0.186201 0.0488835
75 0.591869 0.200383 0.0517468
76 0.591869 0.224084 0.0552977
77 0.591869 0.228875 0.0555144
78 0.591869 0.199692 0.0529444
79 0.591869 0.183776 0.0483601
80 0.591869 0.185731 0.0494332
81 0.591869 0.187215 0.0490984
82 0.591869 0.190167 0.0490205
83 0.591869 0.187031 0.0509575
84 0.591869 0.188152 0.0451263
85 0.591869 0.201797 0.0478599
86 0.591869 0.191273 0.0495085
87 0.591869 0.201408 0.0470061
88 0.591869 0.20305 0.0471047
89 0.591869 0.184454 0.044276
90 0.591869 0.164616 0.0436461
91 0.591869 0.192517 0.0492412
92 0.591869 0.207084 0.0506309
93 0.591869 0.196488 0.0480689
94 0.591869 0.181785 0.0475387
95 0.591869 0.178393 0.0442831
96 0.591869 0.202549 0.0463083
97 0.591869 0.189831 0.0406253
98 0.591869 0.199323 0.0449138
99 0.591869 0.207944 0.051024
100 0.5925 0.226867 0.0481671
101 0.5925 0.221641 0.0486677
102 0.5925 0.220463 0.0483555
103 0.5925 0.211901 0.0490167
104 0.5925 0.20957 0.0507315
105 0.5925 0.17163 0.0452955
106 0.5925 0.205061 0.0494792
107 0.5925 0.195528 0.0499733
108 0.5925 0.19518 0.0512236
109 0.5925 0.192244 0.0486404
110 0.5925 0.190867 0.0450583
111 0.5925 0.223439 0.0508738
112 0.5925 0.241233 0.0552741
113 0.5925 0.216604 0.0563837
114 0.5925 0.231287 0.0539543
115 0.5925 0.212919 0.0524706
116 0.5925 0.188468 0.0486452
117 0.5925 0.187743 0.0489177
118 0.5925 0.182423 0.0472727
119 0.5925 0.173493 0.045158
120 0.5925 0.177612 0.0484115
121 0.5925 0.167556 0.0481261
122 0.5925 0.173122 0.0501158
123 0.5925 0.179824 0.0535242
124 0.5925 0.17732 0.054062
125 0.5925 0.178627 0.0503371
126 0.5925 0.173608 0.0483108
127 0.5925 0.173676 0.0479723
128 0.5925 0.149751 0.0445278
129 0.5925 0.200295 0.0475054
130 0.5925 0.207253 0.0493583
131 0.5925 0.190589 0.0503832
132 0.5925 0.168829 0.0471452
133 0.5925 0.166771 0.0468285
134 0.5925 0.175872 0.0491044
135 0.5925 0.152942 0.0502849
136 0.5925 0.168958 0.0470382
137 0.5925 0.155774 0.0478012
138 0.5925 0.194429 0.0549277
139 0.5925 0.169868 0.0431751
140 0.5925 0.193528 0.0515402
141 0.5925 0.160049 0.0478518
142 0.5925 0.182745 0.0520516
143 0.5925 0.178316 0.0510329
144 0.5925 0.191895 0.049926
145 0.5925 0.180612 0.0463662
146 0.5925 0.204694 0.0495626
147 0.5925 0.233978 0.0519171
148 0.5925 0.20212 0.0502702
149 0.5925 0.180584 0.049083
150 0.5925 0.203329 0.050068
151 0.5925 0.197083 0.047991
152 0.59255 0.177855 0.0495001
153 0.59255 0.18105 0.04663
154 0.59255 0.205722 0.0511428
155 0.59255 0.207643 0.0514623
156 0.59255 0.205863 0.0529219
157 0.59255 0.173168 0.0448594
158 0.59255 0.1666 0.0431033
159 0.59255 0.212475 0.0492168
160 0.59255 0.200843 0.0520419
161 0.59255 0.194442 0.0478523
162 0.59255 0.208855 0.0449879
163 0.59255 0.190485 0.0459817
164 0.59255 0.156009 0.0480875
165 0.59255 0.155027 0.0442914
166 0.59255 0.178468 0.0514091
167 0.59255 0.172973 0.0421395
168 0.59255 0.176978 0.0447473
169 0.59255 0.169267 0.0483707
170 0.59255 0.163605 0.045226
171 0.59255 0.183121 0.0486692
172 0.59255 0.158571 0.0474081
173 0.59255 0.14899 0.0461761
174 0.59255 0.176279 0.0477519
175 0.59255 0.160964 0.0490014
176 0.59255 0.176828 0.0488149
177 0.59255 0.180131 0.0495233
178 0.59255 0.167975 0.0518607
179 0.59255 0.183307 0.0562092
180 0.59255 0.177218 0.0503321
181 0.59255 0.172095 0.0491824
182 0.59255 0.192631 0.0531483
183 0.59255 0.230466 0.0545287
184 0.59255 0.233649 0.0539301
185 0.59255 0.202513 0.0523879
186 0.59255 0.205857 0.0517566
187 0.59255 0.177753 0.0463849
188 0.59255 0.195458 0.0516864
189 0.59255 0.164099 0.0488439
190 0.59255 0.172994 0.0508237
191 0.59255 0.18123 0.0511049
192 0.59255 0.177764 0.0513674
193 0.59255 0.198367 0.0524404
194 0.59255 0.200519 0.0517056
195 0.59255 0.188008 0.0508089
196 0.59255 0.169213 0.0510266
197 0.59255 0.177263 0.053287
198 0.59255 0.181393 0.0514163
199 0.59255 0.179235 0.051703
200 0.59255 0.172878 0.0522489
201 0.59255 0.155347 0.0495339
202 0.59255 0.18454 0.0517205
203 0.59255 0.176251 0.0514102
204 0.59255 0.153037 0.0492173
205 0.59255 0.167265 0.050965
206 0.59255 0.188814 0.0567702
207 0.59255 0.166842 0.0478823
208 0.59255 0.159644 0.0466748
209 0.59255 0.195025 0.0531166
210 0.59255 0.160568 0.0452373
211 0.59255 0.175485 0.0458438
212 0.59255 0.187175 0.0471629
213 0.59255 0.188132 0.0476869
214 0.59255 0.207043 0.0496614
215 0.59255 0.186414 0.0491924
216 0.59255 0.208784 0.0510863
217 0.59255 0.208905 0.0535801
218 0.59255 0.221698 0.0491846
219 0.59255 0.201615 0.0487821
220 0.59255 0.178488 0.0463374
221 0.59255 0.193071 0.0480223
222 0.59255 0.161916 0.0434562
223 0.59255 0.186469 0.050447
224 0.59255 0.170307 0.046231
225 0.59255 0.191544 0.0490202
226 0.59255 0.195651 0.0502958
227 0.59255 0.184886 0.0491046
228 0.59255 0.187245 0.0494658
229 0.59255 0.194042 0.0489597
230 0.59255 0.20275 0.0525387
231 0.59255 0.195613 0.0499851
232 0.59255 0.180631 0.0475069
233 0.59255 0.199812 0.0504149
234 0.59255 0.199416 0.0473603
235 0.59255 0.207661 0.0449604
236 0.59255 0.166975 0.0403781
237 0.59255 0.177212 0.0457131
238 0.59255 0.189326 0.0476598
239 0.59255 0.163085 0.0457835
240 0.59255 0.174407 0.0514913
241 0.59255 0.178273 0.048513
242 0.592843 0.171484 0.0476713
243 0.592843 0.186663 0.0505087
244 0.592843 0.16565 0.0450179
245 0.592864 0.182673 0.051025
246 0.592864 0.189642 0.046489
247 0.592864 0.174857 0.0484184
248 0.592864 0.177487 0.0506781
249 0.592864 0.18871 0.0525902
250 0.592864 0.172229 0.0505928
251 0.592864 0.198134 0.0534942
252 0.592864 0.211078 0.0501865
253 0.592864 0.207572 0.0503077
254 0.592864 0.177843 0.0501241
255 0.592864 0.158555 0.0470276
256 0.592864 0.182687 0.0489803
257 0.592864 0.186133 0.0491898
258 0.592864 0.182674 0.0492834
259 0.592864 0.184083 0.0518187
260 0.592864 0.180404 0.051705
261 0.592864 0.18076 0.052758
262 0.592864 0.185137 0.0506837
263 0.592864 0.202335 0.0554118
264 0.592864 0.181645 0.0534599
265 0.592864 0.176446 0.0529814
266 0.592864 0.176911 0.0497745
267 0.592864 0.156786 0.047905
268 0.592864 0.179974 0.0562003
269 0.592864 0.187836 0.0520961
270 0.592864 0.187373 0.053249
271 0.592864 0.177622 0.0526035
272 0.592864 0.174701 0.0517798
273 0.592864 0.150717 0.0494267
274 0.592864 0.143821 0.0461208
275 0.592864 0.153258 0.0459343
276 0.592864 0.147918 0.045597
277 0.592864 0.158297 0.0516773
278 0.592864 0.19853 0.0562427
279 0.592864 0.190274 0.0537028
280 0.592864 0.177953 0.0526018
281 0.592864 0.146989 0.0477084
282 0.592864 0.16331 0.0525837
283 0.592864 0.159352 0.051036
284 0.592864 0.18181 0.0521353
285 0.592864 0.210998 0.0523092
286 0.593322 0.24715 0.0537352
287 0.593322 0.198332 0.047358
288 0.593322 0.195387 0.0527513
289 0.593322 0.176544 0.0489985
290 0.593322 0.189566 0.0508038
291 0.593322 0.192643 0.0510473
292 0.593322 0.205927 0.0511321
293 0.593322 0.202022 0.0519445
294 0.593322 0.211905 0.0523705
295 0.593322 0.185796 0.0517928
296 0.593322 0.198489 0.0513589
297 0.593322 0.219607 0.0503904
298 0.593322 0.213892 0.0507851
299 0.593322 0.220073 0.0499603
300 0.593322 0.218326 0.0509518
301 0.593322 0.18655 0.0471626
302 0.593322 0.216215 0.0506964
303 0.593322 0.205185 0.0450459
304 0.593322 0.21277 0.0436403
305 0.593322 0.237249 0.0485844
306 0.593322 0.188994 0.0503288
307 0.593322 0.193799 0.0502502
308 0.593322 0.195787 0.0495533
309 0.593322 0.193823 0.048852
310 0.593322 0.183792 0.0510845
311 0.593322 0.184851 0.0460045
312 0.593322 0.152515 0.0456882
313 0.593322 0.167432 0.0489438
314 0.593322 0.17656 0.0507636
315 0.593322 0.13789 0.0481219
316 0.593322 0.161935 0.0485657
317 0.593322 0.159942 0.0448028
318 0.593322 0.16529 0.0490779
319 0.593322 0.164482 0.0476394
320 0.593322 0.188395 0.0497399
321 0.593322 0.217955 0.0501904
322 0.593322 0.204065 0.0507716
323 0.593322 0.187562 0.0522008
324 0.593322 0.179346 0.0496366
325 0.593322 0.168431 0.0508706
326 0.593322 0.181211 0.0499563
327 0.593322 0.193616 0.0488991
328 0.593322 0.181101 0.0469827
329 0.593322 0.194547 0.0499796
330 0.593322 0.217069 0.0472352
331 0.593322 0.217363 0.0501006
332 0.593322 0.226699 0.0521468
333 0.593322 0.188286 0.0483236
334 0.593322 0.216283 0.0506033
335 0.593322 0.192293 0.0487346
336 0.593322 0.196777 0.0482193
337 0.593322 0.186761 0.0476437
338 0.593322 0.200755 0.0499237
339 0.593322 0.184682 0.0450866
340 0.593322 0.173619 0.0481798
341 0.593322 0.173293 0.0520787
